,CMIN3.SA,CCRO3.SA,GOAU4.SA,BBDC3.SA,PRIO3.SA,VIVT3.SA,MULT3.SA,BBSE3.SA,DXCO3.SA,BBAS3.SA,GMAT3.SA,HYPE3.SA,PETR3.SA,KLBN11.SA,USIM5.SA,ELET6.SA,LREN3.SA,MDIA3.SA,UGPA3.SA,EGIE3.SA,ENGI11.SA,SMTO3.SA,PETR4.SA,B3SA3.SA,SLCE3.SA,BBDC4.SA,ELET3.SA,SUZB3.SA,VALE3.SA,ECOR3.SA,CRFB3.SA,ABEV3.SA,GGBR4.SA,VAMO3.SA,MRFG3.SA,CSNA3.SA,CYRE3.SA,ITUB4.SA,PSSA3.SA,TIMS3.SA,FLRY3.SA,BEEF3.SA,CSAN3.SA,SIMH3.SA,ITSA4.SA,RECV3.SA,CMIG4.SA,VBBR3.SA,JBSS3.SA,STBP3.SA,CPLE6.SA,EZTC3.SA,EQTL3.SA,BRAP4.SA,CPFE3.SA,GOLL4.SA,SANB11.SA,BRKM5.SA,ALOS3.SA,RAIZ4.SA,COGN3.SA,DIRR3.SA,YDUQ3.SA,BPAC11.SA,IGTI11.SA,ENEV3.SA,MRVE3.SA,SBSP3.SA,RAIL3.SA,TOTS3.SA,EMBR3.SA,RENT3.SA,NTCO3.SA
2023-09-25,0.0000,0.0000,0.0000,0.0000,0.0000,0.0124,0.0000,0.1573,0.0000,0.0000,0.0000,0.0201,0.0000,,0.0000,0.0000,0.0000,0.0247,0.0000,0.2196,0.0000,0.0000,0.0010,0.0000,0.0740,0.0000,0.0000,0.2030,0.0271,0.0000,,0.0993,0.0000,,,0.0000,0.0000,0.0000,0.0074,0.0000,,0.0232,,0.0000,0.0000,0.0000,0.0000,,,0.0000,0.0000,0.0000,0.0000,0.0103,0.0708,0.0000,0.0000,,0.0000,0.0000,,0.0496,,0.0000,0.0000,0.0000,0.0000,,,,,,
2023-10-02,0.0000,0.0000,0.0000,0.0000,0.0000,0.0149,0.0000,0.1664,0.0000,0.0000,0.0000,0.0261,0.0088,,0.0000,0.0000,0.0000,0.0275,0.0000,0.1966,0.0000,0.0000,0.0017,0.0000,0.0798,0.0000,0.0000,0.2050,0.0300,0.0000,,0.0973,0.0000,,,0.0000,0.0000,0.0000,0.0011,0.0000,,0.0194,,0.0000,0.0000,0.0000,0.0000,,,0.0000,0.0000,0.0000,0.0000,0.0054,0.0623,0.0000,0.0000,,0.0000,0.0000,,0.0577,,0.0000,0.0000,0.0000,0.0000,,,,,,
2023-10-09,0.0000,0.0000,0.0000,0.0000,0.0000,0.0252,0.0000,0.1754,0.0000,0.0000,0.0000,0.0201,0.0069,,0.0000,0.0000,0.0000,0.0319,0.0000,0.1850,0.0000,0.0000,0.0057,0.0000,0.0780,0.0000,0.0000,0.2073,0.0317,0.0000,,0.0927,0.0000,0.0000,,0.0000,0.0000,0.0000,0.0025,0.0000,,0.0178,,0.0000,0.0000,0.0000,0.0000,,,0.0000,0.0000,0.0000,0.0000,0.0026,0.0624,0.0000,0.0000,,0.0000,0.0000,,0.0548,,0.0000,0.0000,0.0000,0.0000,,,,,,
2023-10-16,0.0000,0.0000,0.0000,0.0000,0.0000,0.0352,0.0000,0.1711,0.0000,0.0000,0.0000,0.0165,0.0128,,0.0000,0.0000,0.0000,0.0311,0.0000,0.1863,0.0000,0.0000,0.0036,0.0000,0.0794,0.0000,0.0000,0.2072,0.0299,0.0000,,0.0921,0.0000,0.0000,,0.0000,0.0000,0.0000,0.0000,0.0000,,0.0170,,0.0000,0.0000,0.0000,0.0000,,,0.0000,0.0000,0.0000,0.0000,0.0021,0.0599,0.0000,0.0000,,0.0000,0.0000,,0.0557,,0.0000,0.0000,0.0000,0.0000,,,,,,
2023-10-23,0.0000,0.0000,0.0000,0.0000,0.0000,0.0298,0.0000,0.1835,0.0000,0.0000,0.0000,0.0223,0.0061,,0.0000,0.0000,0.0000,0.0322,0.0000,0.1889,0.0000,0.0000,0.0258,0.0000,0.0786,0.0000,0.0000,0.2015,0.0241,0.0000,,0.0715,0.0000,0.0000,,0.0000,0.0000,0.0000,0.0000,0.0127,,0.0126,,0.0000,0.0000,0.0000,0.0000,,,0.0000,0.0000,0.0000,0.0000,0.0000,0.0610,0.0000,0.0000,,0.0000,0.0000,,0.0494,,0.0000,0.0000,0.0000,0.0000,,,,,,
2023-10-30,0.0140,0.0000,0.0144,0.0000,0.0000,0.0721,0.0000,0.1667,0.0000,0.0000,0.0000,0.0000,0.0000,,,0.0000,0.0000,0.0447,0.0000,0.2500,0.0000,0.0000,0.0377,0.0000,0.0812,0.0000,0.0000,,0.0710,0.0000,,0.0260,0.0000,0.0000,,0.0000,0.0000,0.0000,0.0000,0.0849,,0.0351,,0.0000,0.0000,0.0000,0.0000,,,0.0000,0.0000,0.0000,0.0394,0.0000,0.0445,0.0000,0.0000,,0.0000,0.0000,,0.0184,,0.0000,0.0000,0.0000,0.0000,,,,,,
2023-11-06,0.0000,0.0000,0.0180,0.0002,0.0000,0.0908,0.0000,0.1467,0.0000,0.0000,0.0000,0.0000,0.0137,,,0.0000,0.0000,0.0399,0.0000,0.2959,0.0000,0.0000,0.0079,0.0000,0.0797,0.0000,0.0000,,0.0781,0.0000,,0.0452,0.0000,0.0000,,0.0000,0.0000,0.0093,0.0000,0.0580,,0.0372,,0.0000,0.0000,0.0000,0.0000,,,0.0000,0.0000,0.0000,0.0332,0.0000,0.0338,0.0000,0.0000,,0.0000,0.0000,,0.0123,,0.0000,0.0000,0.0000,0.0000,,,,,,
2023-11-13,0.0000,0.0000,0.0134,0.0021,0.0000,0.0905,0.0000,0.1271,0.0000,0.0000,0.0000,0.0000,0.0000,,,0.0000,0.0000,0.0461,0.0000,0.3261,0.0000,0.0000,0.0195,0.0000,0.0883,0.0000,0.0000,,0.0730,0.0000,,0.0342,0.0000,0.0000,,0.0000,0.0000,0.0000,0.0000,0.0310,0.0000,0.0284,,,0.0000,0.0000,0.0000,0.0000,,0.0000,0.0000,0.0000,0.0152,0.0000,0.0417,,0.0000,,0.0000,0.0000,,0.0069,,0.0000,0.0000,0.0000,,0.0067,0.0000,0.0000,0.0497,,
2023-11-20,0.0000,,0.0000,0.0201,0.0000,0.0714,0.0000,0.1406,0.0000,0.0000,0.0000,0.0000,0.0000,,,0.0000,0.0000,0.0351,0.0000,0.3061,0.0000,0.0000,0.0141,0.0000,0.0816,0.0000,0.0000,,0.0675,0.0000,,0.0001,0.0001,0.0000,,,0.0000,0.0074,0.0000,0.0485,0.0000,0.0216,0.0000,,0.0000,0.0000,0.0000,0.0000,0.0645,0.0000,0.0000,,0.0265,0.0000,0.0304,,0.0000,,,,,0.0111,0.0000,0.0000,0.0000,,,0.0088,0.0000,0.0000,0.0445,0.0000,0.0000
2023-11-27,0.0000,,0.0000,0.0252,0.0000,0.0733,0.0000,0.1403,0.0000,0.0000,0.0000,0.0000,0.0005,,,0.0000,0.0000,0.0349,0.0000,0.3078,0.0000,0.0000,0.0110,0.0000,0.0830,0.0000,0.0000,,0.0662,0.0000,,0.0025,0.0016,0.0000,,,0.0000,0.0054,0.0000,0.0440,0.0000,0.0209,0.0000,,0.0000,0.0000,0.0000,0.0000,0.0667,0.0000,0.0000,,0.0212,0.0000,0.0307,,0.0000,,,,,0.0108,0.0000,0.0000,0.0000,,,0.0096,0.0000,0.0000,0.0443,0.0000,0.0000
2023-12-04,0.0000,,0.0000,0.0303,0.0000,0.0755,0.0000,0.1462,0.0000,0.0000,0.0000,0.0000,0.0000,,,0.0000,0.0000,0.0350,0.0000,0.3060,0.0000,0.0000,0.0076,0.0000,0.0858,0.0000,0.0000,,0.0645,0.0000,,0.0078,0.0000,0.0000,,,0.0000,0.0028,0.0000,0.0464,0.0000,0.0218,0.0000,,0.0000,0.0000,0.0000,0.0000,0.0668,0.0000,0.0000,,0.0288,0.0000,0.0193,,0.0000,,,,,0.0061,0.0000,0.0000,,,,0.0060,0.0000,0.0000,0.0433,0.0000,0.0000
2023-12-11,0.0000,,0.0000,0.0169,0.0000,0.1105,0.0000,0.1442,0.0000,0.0000,0.0000,0.0000,0.0000,,,0.0000,0.0000,0.0389,0.0000,0.3138,0.0000,0.0000,0.0092,0.0000,0.0882,0.0000,0.0000,,0.0639,0.0000,,0.0106,0.0000,0.0000,,,0.0000,0.0149,0.0000,,0.0000,0.0165,0.0000,,0.0000,0.0000,0.0000,0.0000,0.0658,0.0000,0.0000,,0.0227,0.0000,0.0194,,0.0000,,,,,0.0099,0.0000,0.0000,,,,0.0100,0.0000,0.0000,0.0447,0.0000,0.0000
2023-12-18,0.0000,,0.0000,0.0302,0.0000,0.1172,0.0000,0.1368,0.0000,0.0000,0.0000,0.0090,0.0025,,,0.0000,0.0000,0.0347,0.0000,0.3189,0.0000,0.0000,0.0000,0.0000,0.0898,0.0000,0.0000,,0.0607,0.0000,,0.0278,0.0000,0.0000,,,0.0000,0.0068,0.0000,,0.0000,0.0166,0.0000,,0.0000,0.0000,0.0000,0.0000,0.0682,0.0000,0.0000,,0.0284,0.0002,0.0038,,0.0000,,,,,0.0027,0.0000,0.0000,,,,0.0000,0.0000,0.0000,0.0455,,0.0000
2023-12-26,0.0000,,0.0000,0.0306,0.0000,0.1191,0.0000,0.1375,0.0000,0.0000,0.0000,0.0064,0.0033,,,0.0000,0.0000,0.0365,0.0000,0.3231,0.0000,0.0000,0.0000,0.0000,0.0928,0.0000,0.0000,,0.0527,0.0000,,0.0229,0.0000,0.0000,,,0.0000,0.0029,0.0000,,0.0000,0.0155,0.0000,,0.0000,0.0000,0.0000,0.0000,0.0676,0.0000,0.0000,,0.0242,0.0079,0.0027,,0.0000,,,,,0.0033,0.0000,0.0000,,,,0.0016,0.0000,0.0000,0.0495,,0.0000
2024-01-02,0.0000,,0.0000,0.0365,0.0000,0.0920,0.0000,0.1381,0.0000,0.0000,0.0000,0.0055,0.0007,,,0.0000,0.0000,0.0338,0.0000,0.3172,0.0000,0.0000,0.0000,0.0000,0.0932,0.0000,0.0000,,0.0488,0.0000,,0.0209,0.0000,0.0000,,,0.0000,0.0000,0.0000,0.0372,0.0000,0.0202,0.0000,,0.0000,0.0000,0.0000,0.0000,0.0678,0.0000,0.0000,0.0000,0.0256,0.0106,0.0041,,0.0000,,,,,0.0000,0.0000,0.0000,,,,0.0000,0.0000,0.0000,0.0478,0.0000,0.0000
2024-01-08,0.0000,,0.0000,0.0262,0.0000,0.0606,0.0000,0.1423,0.0000,0.0000,0.0000,0.0011,0.0000,,,0.0000,0.0000,0.0201,0.0000,0.3077,0.0000,0.0000,0.0000,0.0000,0.0826,0.0000,0.0000,,0.0338,0.0000,,0.0447,0.0078,0.0000,,,0.0000,0.0000,0.0000,0.0458,0.0009,0.0305,0.0000,,0.0000,0.0000,0.0000,0.0000,0.0823,0.0000,0.0000,0.0000,0.0369,0.0042,0.0159,,0.0000,,,,,0.0099,0.0000,0.0000,,,,0.0029,0.0000,0.0000,0.0441,0.0000,0.0000
2024-01-15,0.0000,,0.0000,0.0039,0.0000,0.0513,0.0000,0.1459,0.0000,0.0000,0.0000,0.0000,0.0102,,,0.0000,0.0000,0.0191,0.0000,0.2880,0.0000,0.0000,0.0059,0.0000,0.0806,0.0000,0.0000,,0.0113,0.0000,,0.0377,0.0012,0.0000,,,0.0000,0.0000,0.0000,0.0580,0.0105,0.0282,0.0000,,0.0000,0.0000,0.0000,0.0000,0.0901,0.0000,0.0000,0.0000,0.0580,0.0239,0.0130,,0.0000,,,,,0.0167,0.0000,0.0000,,,,0.0083,0.0000,0.0000,0.0381,0.0000,0.0000
2024-01-22,0.0000,,0.0000,0.0036,0.0000,0.0537,0.0000,0.1669,0.0000,0.0000,0.0000,0.0000,0.0110,,,0.0000,0.0000,0.0249,0.0000,0.2643,0.0000,0.0000,0.0047,0.0000,0.0905,0.0000,0.0000,,0.0072,0.0000,,0.0318,0.0013,0.0000,,,0.0000,0.0000,0.0000,0.0753,0.0007,0.0248,0.0000,,0.0000,0.0000,0.0000,0.0000,0.0868,0.0000,0.0000,0.0000,0.0638,0.0222,0.0033,,0.0000,,,,,0.0156,0.0000,0.0000,,,,0.0120,0.0000,0.0000,0.0354,0.0000,0.0000
2024-01-29,0.0000,,0.0000,0.0070,0.0000,0.0445,0.0000,0.1939,0.0000,0.0000,0.0000,0.0000,0.0149,,,0.0000,0.0000,0.0246,0.0000,0.2522,0.0000,0.0000,0.0000,0.0000,0.0843,0.0000,0.0000,,0.0010,0.0000,,0.0217,0.0051,0.0000,,,0.0000,0.0000,0.0000,0.0729,0.0000,0.0220,0.0000,,0.0000,0.0000,0.0000,0.0000,0.0911,0.0000,0.0000,0.0000,0.0607,0.0257,0.0091,,0.0000,,,,,0.0267,0.0000,0.0000,,,,0.0136,0.0000,0.0000,0.0289,0.0000,0.0000
2024-02-05,0.0000,,0.0000,0.0000,0.0000,0.1126,0.0000,0.1984,0.0000,0.0000,0.0000,0.0000,0.0052,,,0.0000,0.0000,0.0343,0.0000,0.2423,0.0000,0.0000,0.0145,0.0000,0.0925,0.0000,0.0000,,0.0148,0.0000,,0.0274,0.0071,0.0000,,,0.0000,0.0000,0.0000,,0.0000,0.0082,0.0000,,0.0000,0.0000,0.0000,0.0000,0.0901,0.0000,0.0000,0.0000,0.0600,0.0068,0.0000,,0.0000,,,,,0.0295,0.0000,0.0000,,,,0.0220,0.0000,0.0000,0.0343,0.0000,0.0000
2024-02-14,0.0000,0.0000,0.0000,0.0000,0.0000,0.1093,0.0000,0.2175,0.0000,0.0000,0.0000,0.0000,0.0000,,0.0000,0.0000,0.0000,0.0410,0.0000,0.2272,0.0000,,0.0244,0.0000,0.0898,0.0000,0.0000,,0.0000,0.0000,,0.0103,0.0000,0.0000,,,0.0000,0.0000,0.0000,,0.0000,0.0086,0.0000,,0.0000,0.0000,0.0000,0.0000,0.0956,0.0000,0.0000,0.0000,0.0530,0.0303,0.0012,,0.0000,,,,,0.0321,0.0000,0.0000,,,,0.0265,0.0000,0.0000,0.0332,0.0000,0.0000
2024-02-19,0.0000,0.0000,0.0000,0.0000,0.0000,0.1098,0.0000,0.2096,0.0000,0.0000,0.0000,0.0000,0.0055,,0.0000,0.0000,0.0000,0.0395,0.0000,0.2369,0.0000,,0.0212,0.0000,0.0962,0.0000,0.0000,,0.0000,0.0000,,0.0143,0.0000,0.0000,,,0.0000,0.0000,0.0000,,0.0000,0.0057,0.0000,,0.0000,0.0000,0.0000,0.0000,0.1000,0.0000,0.0000,0.0000,0.0361,0.0356,0.0000,,0.0000,,,,,0.0335,0.0000,0.0000,,,,0.0236,0.0000,0.0000,0.0324,0.0000,0.0000
2024-02-26,0.0000,0.0000,0.0000,0.0000,0.0000,0.1104,0.0000,0.2089,0.0000,0.0000,0.0000,0.0000,0.0111,,0.0000,0.0000,0.0000,0.0394,0.0000,0.2432,0.0000,,0.0136,0.0000,0.0952,0.0000,0.0000,,0.0000,0.0000,,0.0127,0.0026,0.0000,,,0.0000,0.0000,0.0000,,0.0000,0.0045,0.0000,,0.0000,0.0000,0.0000,0.0000,0.1021,0.0000,0.0000,0.0000,0.0337,0.0328,0.0000,,0.0000,,,,,0.0353,0.0000,0.0000,0.0000,,,0.0188,,0.0000,0.0355,0.0000,0.0000
2024-03-04,0.0000,0.0000,0.0000,0.0000,0.0000,0.0038,0.0000,0.2006,0.0000,0.0000,0.0000,0.0000,0.0222,,0.0000,0.0000,0.0000,0.0051,0.0000,0.1542,0.0000,,0.0000,0.0000,0.0657,0.0000,0.0000,0.1953,0.0000,0.0000,,0.1157,0.0000,0.0000,,,0.0000,0.0000,0.0000,,0.0000,0.0130,0.0000,,0.0000,0.0000,0.0000,0.0000,0.0605,0.0000,0.0000,0.0000,0.0217,0.0000,0.0511,,0.0000,,,,,0.0780,0.0000,0.0000,0.0000,,,0.0000,,0.0000,0.0131,0.0000,0.0000
2024-03-11,0.0000,0.0000,0.0000,0.0000,0.0000,0.0008,0.0000,0.1975,0.0000,0.0000,0.0000,0.0000,0.0224,,0.0000,0.0000,0.0000,0.0033,0.0000,0.1567,0.0000,,0.0000,0.0000,0.0653,0.0000,0.0000,0.1944,0.0000,0.0000,,0.1220,0.0000,0.0000,,,0.0000,0.0000,0.0000,,0.0000,0.0135,0.0000,,0.0000,0.0000,0.0000,0.0000,0.0609,0.0000,0.0000,0.0000,0.0228,0.0000,0.0488,,0.0000,,,,,0.0771,0.0000,0.0000,0.0000,,,0.0000,,0.0000,0.0147,0.0000,0.0000
2024-03-18,0.0000,0.0000,0.0000,0.0000,0.0000,0.0049,0.0000,0.2215,0.0000,0.0000,0.0000,0.0045,0.0061,,0.0000,0.0000,0.0000,0.0104,0.0000,0.1148,0.0000,,0.0180,0.0000,0.0419,0.0000,0.0000,0.2015,0.0000,0.0000,,0.1216,0.0000,0.0000,,,0.0000,0.0000,0.0127,,0.0000,0.0106,0.0000,,0.0000,0.0000,0.0000,0.0000,0.0583,0.0000,0.0000,0.0000,0.0390,0.0000,0.0548,,0.0000,,,,,0.0795,,0.0000,0.0000,,,0.0000,,0.0000,,,0.0000
2024-03-25,0.0000,0.0000,0.0000,0.0000,0.0000,0.0025,0.0000,0.2182,0.0000,0.0000,0.0000,0.0063,0.0095,,0.0000,0.0000,0.0000,0.0092,0.0000,0.1186,0.0000,,0.0139,0.0000,0.0426,0.0000,0.0000,0.2031,0.0000,0.0000,,0.1192,0.0000,0.0000,,,0.0000,0.0000,0.0123,,0.0000,0.0123,0.0000,,0.0000,0.0000,0.0000,0.0000,0.0566,0.0000,0.0000,0.0000,0.0346,0.0000,0.0599,,0.0000,,0.0000,,,0.0813,,0.0000,0.0000,,,0.0000,,0.0000,,,0.0000
